transactionids,items,quantity
22652,Jack the Sipper,4
22652,Boxer Ice,3
82609,Foreman,5
85427,Yellow Wolf Imperial IPA,2
85427,Nooner,5
91962,Nooner,1
91962,Hamburger,1
91962,Forest Fire Imperial Smoked Rye,1
57314,Cape Cod Red,3
57314,Gran Met,4
68839,Jack the Sipper,4
68839,Jack Stout,3
73773,Coleslaw,2
25314,Gran Met,3
25314,Gran Met,1
56393,Bozone Hefe Weizen,3
10227,Paleo IPA,5
10227,Coleslaw,1
97400,Abigale,4
97400,Canyon Cream Ale,4
97400,Cheeseburger,5
65498,Fries,2
65498,Gose,3
65498,Gossamer Golden Ale,2
57137,Jack Stout,2
70968,Mozarella Sticks,5
70968,Akari Shogun American Wheat Ale,4
70968,Milk Mustachio Stout,3
14507,Hamburger,4
14507,Kale Salad,1
14507,KSA,2
21978,La Frontera Premium IPA,4
21978,La Frontera Premium IPA,1
21978,Dolores River Pale Ale,3
20262,Nooner,2
20262,Tomato Basil Soup,2
20262,La Frontera Premium IPA,5
20182,Boxer Light,3
79896,Gossamer Golden Ale,3
79896,Gossamer Golden Ale,2
87689,Yellowfun Tempura Bites,1
87689,Yellowfun Tempura Bites,3
23405,Caesar Salad,1
23405,House Salad,2
97798,Paleo IPA,4
97798,Nooner,3
63861,Coconut Shrimp,2
63861,Coconut Shrimp,2
63861,Nachos,2
49242,El Rojo,2
49242,Alaskan Amber,5
49242,Dolores River Pale Ale,2
16691,Yellow Collar,1
16691,Yellow Collar,5
39736,Nordskye ,1
86795,Chips and Salsa,3
86795,Cheeseburger,4
30370,Nordic Blonde,3
29590,Smoky Wheat,2
29590,Doomtree,5
37671,Boxer Light,1
63173,Midwest Charm Farmhouse Ale,1
73785,Yellowstone Golden Ale,4
78599,Snaggletooth Double Pale Ale,1
78599,Spinach and Artichoke Dip,5
29982,Buffalo Wings,2
29982,Canyon Cream Ale,4
24670,Might As Well IPL,5
24670,Alaskan Amber,5
24670,Bozone Hefe Weizen,1
92525,Might As Well IPL,1
92525,Mozarella Sticks,5
94249,Agent a Deux,1
94249,Agent a Deux,4
84406,Garlic Bread,4
84406,Pretzels and Cheese Dip,4
20458,Redacted Rye IPA,1
20458,Redacted Rye IPA,1
20458,Chicken Tortilla Soup,3
89615,Pulled Pork Sliders,5
89615,Boneless Wings,2
11768,Pulled Pork Sliders,2
11768,Dolores River Pale Ale,3
55702,Cheese Pizza,5
55702,Abigale,1
55702,Boxer Light,5
50996,Nooner,1
50996,Graham Cracker Porter,4
71183,Jack Stout,1
71183,Jade,3
71183,Guacamole and Chips,5
93214,Dolores River Pale Ale,3
93214,Cape Cod Red,1
93214,Jack Stout,4
86755,Cheese Pizza,4
86755,Yeti  Imperial Stout,1
86755,Yeti  Imperial Stout,4
67971,Midwest Charm Farmhouse Ale,4
67971,Midwest Charm Farmhouse Ale,1
67971,Jack the Sipper,5
52549,Garlic Bread,5
52549,Garlic Bread,5
52549,Occidental Altbier,5
33044,Yellow Collar,2
33044,Caesar Salad,5
37758,Doomtree,2
37758,Smoky Wheat,5
37758,Doomtree,4
75438,Gose,3
75438,Gose,4
75438,Redband Stout,1
38825,Dos Pistolas,2
17452,Dos Pistolas,4
17452,Dos Pistolas,4
25677,Ahi Tune Bruschetta,3
89010,Agent a Deux,1
89010,Agent a Deux,5
25414,El Rojo,4
25414,Nordic Blonde,5
52314,Red Water Irish Style Red,4
53958,Jade,4
53958,Smoky Wheat,5
93598,Agent a Deux,4
31697,Milk Mustachio Stout,1
31697,Pulled Pork Sliders,3
12190,Grilled Cheese Trio,3
12190,Boy King,2
73893,Hamburger,2
73893,Dottie Seattle Lager,5
96669,Ahi Tune Bruschetta,5
96669,Boy King,5
96669,Ahi Tune Bruschetta,4
13459,Ahi Tune Bruschetta,5
13459,Graham Cracker Porter,4
79167,Dottie Seattle Lager,2
79167,Dottie Seattle Lager,4
79205,Gossamer Golden Ale,2
79205,Milk Mustachio Stout,5
79205,Snaggletooth Double Pale Ale,5
47085,French Onion Soup,3
47085,Boneless Wings,2
47085,French Onion Soup,5
86728,Redacted Rye IPA,1
86728,Chicken Tortilla Soup,5
48242,Coconut Shrimp,5
65312,Boxer Ice,2
65312,El Steinber Dark Lager,3
28587,Kale Salad,5
28587,Yellow Wolf Imperial IPA,5
71513,Kreamed Corn,2
71513,Kreamed Corn,3
40822,Guacamole and Chips,1
40822,Coconut Shrimp,5
81296,Coconut Shrimp,5
81296,Redacted Rye IPA,5
81296,Midwest Charm Farmhouse Ale,5
55919,Bozone Hefe Weizen,3
55919,Canyon Cream Ale,5
55919,Forest Fire Imperial Smoked Rye,2
14865,Milk Mustachio Stout,4
14865,Lobster Bisque,1
14865,Coconut Shrimp,3
57111,Boneless Wings,1
57111,Jack Pine Savage,4
34912,Alaskan Amber,3
25500,Nordic Blonde,4
17157,Elder Betty,1
17157,Nordic Blonde,5
14005,Onion Rings,4
14005,Sweet Potato Fries,4
14005,Fort Pitt Ale,1
62926,Snake Dog IPA,4
62926,La Ferme Urbaine Farmhouse Ale,2
62926,Mozarella Sticks,4
38144,Capital Trail Pale Ale,1
61663,El Steinber Dark Lager,4
61663,Garlic Bread,5
46425,Yellow Collar,3
46425,Cheese Pizza,5
46425,Element 29,2
32879,Osiris Pale Ale,3
32879,KSA,1
32879,KSA,3
12372,Yellowstone Golden Ale,5
12372,KSA,5
76204,Boneless Wings,5
76204,Jack's Hard Cider,5
76204,Canyon Cream Ale,4
43950,Fort Pitt Ale,4
43696,Yellow Wolf Imperial IPA,3
43696,Yellow Wolf Imperial IPA,4
68452,Onion Rings,4
68452,Occidental Altbier,3
68452,Cheese Pizza,3
45256,Doomtree,1
15436,Oberon,1
15436,Oberon,2
15436,Might As Well IPL,4
90767,Cheeseburger,1
90767,Gossamer Golden Ale,4
90767,Gossamer Golden Ale,4
53907,Gran Met,4
53907,Cheese Pizza,4
53907,Cheese Pizza,1
81864,Smoky Wheat,5
81864,Gossamer Golden Ale,5
25069,Cheeseburger,1
25069,Yellow Collar,1
83545,House Salad,2
19928,Ahi Tune Bruschetta,3
19928,Nonstop Hef Hop,5
21335,Agent a Deux,3
21335,Agent a Deux,2
39535,Pale Dog,3
31138,Guacamole and Chips,2
29281,Gran Met,4
29281,Chicken Tortilla Soup,3
91988,Fried Calamari,5
31787,Gossamer Golden Ale,3
19565,Pale Dog,4
19565,Nordskye ,1
98006,Elder Betty,1
19011,Midwest Charm Farmhouse Ale,4
19011,Fort Pitt Ale,3
19011,Paleo IPA,4
47146,Lobster Bisque,3
84160,Jack's Hard Cider,4
84160,Mediterranean Hummus,1
10033,Redband Stout,2
10033,Cheese Pizza,3
10033,Redacted Rye IPA,1
64314,Buffalo Wings,3
64314,Coleslaw,2
94515,Chicken Taco,5
94515,Spinach and Artichoke Dip,1
92983,Hamburger,1
92983,Guacamole and Chips,5
92983,Guacamole and Chips,2
73886,Smoky Wheat,1
87316,Coconut Shrimp,2
87316,Boxer Ice,1
88829,Snake Dog IPA,4
88829,Gossamer Golden Ale,4
88829,Gossamer Golden Ale,2
35882,Dottie Seattle Lager,2
46360,Nooner,2
78876,Redacted Rye IPA,4
78876,Redacted Rye IPA,2
49174,Fried Calamari,2
49174,Beef Taco,2
49174,Beef Taco,3
26721,Jade,2
26721,Capital Gold Golden Lager,5
36922,Nooner,3
77426,Oberon,4
77426,Fort Pitt Ale,5
77426,Nordskye ,1
94169,Graham Cracker Porter,5
94169,Yellow Wolf Imperial IPA,2
94169,Kale Salad,5
42971,Cape Cod Red,3
42971,Cheeseburger,3
42971,Caesar Salad,2
98913,Beef Taco,3
98913,Jack's Hard Cider,2
42727,Yellowstone Golden Ale,3
42727,Hamburger,5
95888,Nordskye ,5
93258,Red Mountain Ale,3
93258,Fried Calamari,4
93258,Cheeseburger,2
35089,Chicken Taco,2
35089,Mediterranean Hummus,1
37009,Graham Cracker Porter,4
37009,Onion Rings,4
26325,Boxer Light,1
26325,Cape Cod Red,4
26325,Coleslaw,2
27719,Nordic Blonde,4
45939,Sweet Potato Fries,3
45939,Spinach and Artichoke Dip,5
45939,Nordskye ,1
75146,Nordic Blonde,5
75146,Boneless Wings,2
75146,French Onion Soup,2
33015,Dos Pistolas,1
33015,Capital Trail Pale Ale,1
33015,Dos Pistolas,1
29384,Oberon,3
29384,Might As Well IPL,4
29384,Might As Well IPL,5
62123,Pale Dog,2
21996,El Rojo,4
21996,Akari Shogun American Wheat Ale,3
21996,Smooth Operator,2
89391,Oberon,1
89391,Jade,2
80792,La Frontera Premium IPA,4
80792,Abigale,3
35203,Garlic Bread,3
35203,La Ferme Urbaine Farmhouse Ale,2
35203,La Ferme Urbaine Farmhouse Ale,5
96128,Graham Cracker Porter,5
96128,Graham Cracker Porter,1
35286,Coconut Shrimp,3
35286,Kale Salad,3
35286,Kale Salad,5
70189,Elder Betty,1
70189,Spinach and Artichoke Dip,1
80821,Grilled Chicken Quesadilla,5
65365,Coconut Shrimp,1
65365,Snake Dog IPA,5
65365,Boxer Light,5
81599,Oberon,2
81599,Red Mountain Ale,1
66264,Milkshake Stout,3
66264,Fire Eagle IPA,3
43873,Gran Met,1
43873,Osiris Pale Ale,4
43873,Agave Wheat,1
21764,El Steinber Dark Lager,1
21764,Paleo IPA,4
26019,KSA,2
22463,Alaskan Amber,2
22463,Pretzels and Cheese Dip,2
67769,KSA,4
67769,KSA,3
47778,Pale Dog,1
47778,Chicken Taco,5
13944,Paleo IPA,4
13944,Boxer Light,3
13944,Boxer Light,4
92705,Crab Cakes,1
92705,El Steinber Dark Lager,3
35705,Chicken Taco,3
35705,Chicken Taco,4
35705,Chicken Taco,2
79448,Paleo IPA,3
79448,Paleo IPA,4
89761,Boneless Wings,2
89761,Pulled Pork Sliders,3
89761,Jade,4
55600,Forest Fire Imperial Smoked Rye,4
57817,Snake Dog IPA,1
57817,Gossamer Golden Ale,2
55589,Snaggletooth Double Pale Ale,3
55589,Snaggletooth Double Pale Ale,4
73618,Cheese Pizza,4
37878,Agent a Deux,4
87923,Yellowstone Golden Ale,2
87923,Boxer Ice,2
87923,Agave Wheat,4
56434,Mediterranean Hummus,4
56434,Grilled Cheese Trio,1
56434,Ahi Tune Bruschetta,3
36886,Spinach and Artichoke Dip,1
79094,Yellow Collar,3
79094,Boxer Ice,4
79094,Chicken Tortilla Soup,2
62758,Nachos,1
62758,Gose,5
54520,Paleo IPA,2
72776,Snaggletooth Double Pale Ale,1
72776,Boxer Light,4
72776,Spinach and Artichoke Dip,4
35493,Boxer Ice,2
35493,Beef Taco,2
35493,El Steinber Dark Lager,3
74464,Cant Dog Imperial Pale Ale,4
75823,Boxer Light,4
80582,Might As Well IPL,2
80582,Agave Wheat,2
80582,Might As Well IPL,1
27932,Fries,2
27932,Abigale,3
27932,Snaggletooth Double Pale Ale,3
28829,Fire Eagle IPA,2
95576,Onion Rings,1
95576,Bozone Hefe Weizen,4
48313,Redband Stout,4
48313,Akari Shogun American Wheat Ale,5
98852,Might As Well IPL,1
98852,Spinach and Artichoke Dip,5
11940,Red Mountain Ale,3
11940,La Frontera Premium IPA,3
11940,Nooner,1
63006,Mozarella Sticks,2
46243,Yellow Collar,5
46243,Dolores River Pale Ale,4
46243,Gran Met,4
46038,Dottie Seattle Lager,3
46038,Milkshake Stout,5
34595,Yellowstone Golden Ale,3
60764,Chicken Tortilla Soup,4
60764,Element 29,4
60764,Cant Dog Imperial Pale Ale,3
10489,Gose,5
10489,Boxer Light,3
64375,Jack Stout,2
38815,Crab Cakes,3
34489,Dottie Seattle Lager,4
52953,Bozone Hefe Weizen,3
97131,Fries,1
97131,Canyon Cream Ale,4
42828,Coleslaw,5
42828,Cheeseburger,1
26967,Yellow Collar,3
26967,Gran Met,5
26967,Boxer Ice,5
10947,Redacted Rye IPA,4
10947,Forest Fire Imperial Smoked Rye,4
16658,Beef Taco,4
16658,Red Water Irish Style Red,5
16658,Redband Stout,2
97435,Chicken Taco,2
97435,Mozarella Sticks,2
29756,Gose,2
29756,Gose,5
55534,Guacamole and Chips,5
55534,Jack Stout,2
44998,Tomato Basil Soup,4
38746,Hamburger,4
38746,Fried Calamari,4
20202,Boneless Wings,1
20202,El Rojo,1
20202,Boneless Wings,1
79023,Redacted Rye IPA,2
79023,Kale Salad,1
79023,Hamburger,2
68687,Cape Cod Red,4
17958,Agave Wheat,1
17958,Redband Stout,4
17958,Buffalo Wings,4
11270,Nonstop Hef Hop,3
11270,Nonstop Hef Hop,2
11270,Nonstop Hef Hop,1
48427,Boneless Wings,1
48427,Snake Dog IPA,5
59766,El Rojo,2
42075,Nooner,1
42075,Gose,5
15818,Kale Salad,1
15818,Foreman,1
15818,Kale Salad,3
60398,Buffalo Wings,1
78772,Grilled Chicken Quesadilla,5
78772,Forest Fire Imperial Smoked Rye,1
97212,Yeti  Imperial Stout,5
96843,Jack Pine Savage,5
96843,Pulled Pork Sliders,3
97517,Milk Mustachio Stout,2
47444,Firefly Amber Ale,5
63628,Nordskye ,1
11089,House Salad,1
11089,Might As Well IPL,2
11089,Chicken Taco,5
88866,Jack Stout,1
88866,Dos Pistolas,1
24372,Ahi Tune Bruschetta,3
24372,Smoky Wheat,5
71672,Smooth Operator,1
74556,Smoky Wheat,1
45726,Lobster Bisque,2
45726,Boneless Wings,2
18670,Boy King,2
18670,Forest Fire Imperial Smoked Rye,1
18670,Jack's Hard Cider,2
57680,Cheese Pizza,2
44893,Nooner,2
44893,Milkshake Stout,4
44893,Jade,4
79694,Chips and Salsa,4
79694,House Salad,2
79694,House Salad,1
65290,Buffalo Wings,5
65290,Milk Mustachio Stout,4
15777,Jack's Hard Cider,2
90166,Element 29,5
90166,Boxer Light,3
69743,Milk Mustachio Stout,1
69743,Canyon Cream Ale,5
69743,Dottie Seattle Lager,5
28232,Osiris Pale Ale,4
28232,Boy King,1
28232,Ahi Tune Bruschetta,2
87780,Red Mountain Ale,2
87780,Snake Dog IPA,3
87780,Smooth Operator,2
44948,Jack the Sipper,1
44948,House Salad,2
23731,Capital Trail Pale Ale,5
83442,Pulled Pork Sliders,2
83442,Pulled Pork Sliders,1
83442,Milkshake Stout,4
12613,Boneless Wings,5
75998,Onion Rings,5
75998,Agent a Deux,3
54561,El Rojo,5
54561,Forest Fire Imperial Smoked Rye,1
54561,Cheeseburger,2
64269,Cape Cod Red,5
64269,Red Water Irish Style Red,5
64269,Garlic Bread,2
19683,Graham Cracker Porter,4
19683,Fire Eagle IPA,5
19683,Doomtree,4
49763,KSA,2
49763,KSA,5
49763,KSA,2
37742,Caesar Salad,2
37742,Redacted Rye IPA,1
84543,Agent a Deux,3
84543,Mediterranean Hummus,1
67073,Pale Dog,4
67073,Cape Cod Red,4
83741,Spinach and Artichoke Dip,4
83741,Chicken Taco,3
98601,Dos Pistolas,1
98601,Dos Pistolas,3
96214,Grilled Cheese Trio,3
96214,Forest Fire Imperial Smoked Rye,1
27216,Grilled Cheese Trio,2
27216,Midnight Ryder,2
27216,Boy King,4
27465,Grilled Chicken Quesadilla,3
27465,Nonstop Hef Hop,5
27465,Jack's Hard Cider,5
79140,Red Water Irish Style Red,5
79140,Hamburger,1
79140,Forest Fire Imperial Smoked Rye,4
14812,Might As Well IPL,5
14812,Pale Dog,5
63960,Smooth Operator,4
63960,Boxer Ice,2
63960,Smooth Operator,5
70911,Kreamed Corn,4
70911,Onion Rings,1
91654,Smoky Wheat,4
91654,Gossamer Golden Ale,5
24964,Jack's Hard Cider,2
24964,Might As Well IPL,4
28887,Doomtree,5
28887,La Frontera Premium IPA,3
54605,Elder Betty,4
54605,Beef Taco,4
42561,Nooner,5
59959,Nachos,4
59959,Mediterranean Hummus,4
80385,Nooner,5
89442,Kreamed Corn,2
89442,Grilled Cheese Trio,4
15932,Firefly Amber Ale,3
15932,Mozarella Sticks,3
72337,Fried Calamari,4
72337,Fries,1
58050,Dottie Seattle Lager,1
58050,Firefly Amber Ale,5
82239,Lobster Bisque,1
91205,Firefly Amber Ale,2
91205,Graham Cracker Porter,2
91205,Dottie Seattle Lager,2
38966,Foreman,1
60719,Yellow Collar,1
60719,Abigale,3
60719,Foreman,2
97555,Pulled Pork Sliders,3
37041,Nonstop Hef Hop,3
66926,Smooth Operator,5
66926,Agent a Deux,4
66926,Smooth Operator,5
93704,Smooth Operator,1
93704,Hamburger,4
93704,Forest Fire Imperial Smoked Rye,2
94126,Lobster Bisque,3
49052,Ahi Tune Bruschetta,4
49052,Milk Mustachio Stout,4
49052,Buffalo Wings,3
85712,Capital Trail Pale Ale,5
85712,Capital Trail Pale Ale,3
85712,Dottie Seattle Lager,4
57736,Red Mountain Ale,1
57736,Yellow Wolf Imperial IPA,5
85684,Yellowstone Golden Ale,2
85684,Jack Stout,5
81516,Nordic Blonde,4
14782,Smooth Operator,1
14782,Jade,3
14782,Lobster Bisque,2
66838,Paleo IPA,4
29611,Pulled Pork Sliders,2
29611,Nordskye ,4
88210,Occidental Altbier,4
37487,Boxer Light,3
30684,El Steinber Dark Lager,4
30684,Doomtree,2
34180,Yellowfun Tempura Bites,5
81672,Paleo IPA,3
17909,Redband Stout,2
17909,Garlic Bread,4
70272,Milk Mustachio Stout,4
70272,Milk Mustachio Stout,2
70272,Dottie Seattle Lager,4
88319,Graham Cracker Porter,4
88319,Dolores River Pale Ale,2
87147,Oberon,1
91374,Cape Cod Red,4
91374,Cape Cod Red,5
91374,Hamburger,3
74484,Guacamole and Chips,2
74484,Abigale,3
74484,Yellow Wolf Imperial IPA,3
34242,Hamburger,4
94913,Abigale,3
94913,Caesar Salad,4
38839,El Steinber Dark Lager,3
38839,El Steinber Dark Lager,3
38839,Jack the Sipper,1
99610,Nooner,4
51379,Foreman,2
51379,Foreman,4
51379,Midnight Ryder,1
63502,Nooner,2
63502,KSA,3
52551,Ahi Tune Bruschetta,2
52551,Ahi Tune Bruschetta,4
52551,Jack Pine Savage,2
13572,Boxer Light,4
13572,Gossamer Golden Ale,5
13572,Pulled Pork Sliders,4
58701,Forest Fire Imperial Smoked Rye,1
90919,Nonstop Hef Hop,2
90919,Fire Eagle IPA,2
53039,Canyon Cream Ale,4
53039,Canyon Cream Ale,4
53039,Midwest Charm Farmhouse Ale,1
55374,Bozone Hefe Weizen,5
55374,Fort Pitt Ale,3
55374,Crab Cakes,1
60020,Boxer Light,2
60020,Boxer Light,1
60020,Pretzels and Cheese Dip,4
21022,KSA,3
68561,Lobster Bisque,3
36414,Chicken Tortilla Soup,4
36414,Cant Dog Imperial Pale Ale,3
62881,Chicken Taco,4
58887,Gran Met,1
58887,Gossamer Golden Ale,2
58887,Grilled Cheese Trio,3
25364,Chips and Salsa,5
25364,Midwest Charm Farmhouse Ale,4
25364,Dos Pistolas,1
39361,Agave Wheat,4
12302,Coleslaw,2
94959,Dottie Seattle Lager,4
33658,Spinach and Artichoke Dip,5
70902,Yellowfun Tempura Bites,3
70902,Dolores River Pale Ale,1
70902,Agent a Deux,2
99836,Might As Well IPL,3
82474,Grilled Chicken Quesadilla,3
92502,Cheeseburger,1
80126,Elder Betty,3
36702,Pretzels and Cheese Dip,5
36702,Boxer Ice,5
65065,Jack Stout,3
65065,Coleslaw,1
96562,House Salad,3
53335,Yellow Collar,4
53335,Guacamole and Chips,2
76153,El Rojo,4
23732,Yellow Wolf Imperial IPA,5
23732,Yellow Wolf Imperial IPA,2
23732,Yellow Wolf Imperial IPA,5
25216,Yellow Collar,3
25216,Occidental Altbier,1
25216,Occidental Altbier,1
15756,Midwest Charm Farmhouse Ale,1
15756,Midwest Charm Farmhouse Ale,2
15756,Cheeseburger,5
99549,Firefly Amber Ale,4
99549,Pulled Pork Sliders,5
29226,Nooner,3
29226,Lobster Bisque,1
29226,Lobster Bisque,2
60859,Ahi Tune Bruschetta,1
60859,Boy King,1
60859,Chips and Salsa,1
30113,Midnight Ryder,3
30113,Grilled Chicken Quesadilla,4
34902,Graham Cracker Porter,5
34902,Boy King,5
34902,Red Mountain Ale,4
97554,Boy King,4
71138,Grilled Cheese Trio,4
57436,Caesar Salad,1
57436,Doomtree,4
52262,Onion Rings,4
52262,Spinach and Artichoke Dip,5
52262,Onion Rings,1
72510,Garlic Bread,2
62240,Midwest Charm Farmhouse Ale,4
43656,Canyon Cream Ale,1
43656,Coleslaw,1
20958,Milk Mustachio Stout,2
59683,Osiris Pale Ale,5
73524,Grilled Cheese Trio,5
73524,Fort Pitt Ale,5
73524,House Salad,5
90551,Midnight Ryder,5
42597,Boxer Light,3
42597,House Salad,3
42597,Paleo IPA,4
23342,Onion Rings,3
23342,Onion Rings,4
59748,Lobster Bisque,4
59748,Milk Mustachio Stout,2
59748,Gran Met,2
54960,Cape Cod Red,1
54960,Element 29,2
54960,Element 29,3
97561,Canyon Cream Ale,2
97561,Boxer Light,4
97561,Garlic Bread,1
43661,Onion Rings,2
43661,Onion Rings,4
43661,Lobster Bisque,3
19551,Cheese Pizza,4
65415,Snaggletooth Double Pale Ale,3
65415,Smooth Operator,3
65415,Smooth Operator,4
48836,Red Water Irish Style Red,5
48836,Snake Dog IPA,3
87101,Yeti  Imperial Stout,2
87101,Cant Dog Imperial Pale Ale,1
69451,Pretzels and Cheese Dip,3
69451,Capital Trail Pale Ale,3
69451,Alaskan Amber,3
21528,Boneless Wings,5
21528,Dottie Seattle Lager,3
21528,Hamburger,2
19280,Cape Cod Red,2
19280,Jack's Hard Cider,1
19280,Kale Salad,5
57675,Garlic Bread,1
57675,Doomtree,4
35774,Kale Salad,2
53410,Red Mountain Ale,5
26613,Element 29,2
38588,Capital Trail Pale Ale,3
38588,Gran Met,2
38588,Grilled Cheese Trio,4
75228,Spinach and Artichoke Dip,1
75228,Sweet Potato Fries,2
75228,Spinach and Artichoke Dip,4
14059,Yellow Wolf Imperial IPA,3
14059,Graham Cracker Porter,3
14059,Dolores River Pale Ale,4
41104,Boneless Wings,3
41104,Midnight Ryder,3
97048,Red Mountain Ale,2
97048,Agent a Deux,4
58157,Fort Pitt Ale,5
58157,Capital Trail Pale Ale,1
52201,Foreman,1
52201,Lobster Bisque,5
54170,Jade,3
54170,Jade,3
40353,Grilled Cheese Trio,5
40353,Coleslaw,3
85263,Caesar Salad,2
16483,Milk Mustachio Stout,2
16483,Milk Mustachio Stout,3
16483,Boneless Wings,1
21694,Kale Salad,3
21694,Redband Stout,5
21694,Spinach and Artichoke Dip,5
35523,Ahi Tune Bruschetta,4
35523,Gossamer Golden Ale,2
35523,Grilled Cheese Trio,1
94293,Spinach and Artichoke Dip,4
94293,Firefly Amber Ale,1
94293,Spinach and Artichoke Dip,2
87531,Cape Cod Red,2
87531,Coleslaw,4
17827,Pretzels and Cheese Dip,4
60506,El Steinber Dark Lager,1
60506,El Steinber Dark Lager,3
60506,Boxer Ice,2
32200,Jack Stout,2
32200,Kreamed Corn,4
65012,Agave Wheat,4
14658,Boxer Ice,2
14658,El Steinber Dark Lager,5
13536,Beef Taco,1
73952,Guacamole and Chips,5
79251,Spinach and Artichoke Dip,2
79251,Spinach and Artichoke Dip,5
79251,Chicken Taco,5
34536,Garlic Bread,5
59456,Coconut Shrimp,1
59456,Lobster Bisque,3
59456,Cant Dog Imperial Pale Ale,1
16421,Boneless Wings,3
59948,Nooner,3
59948,Gose,3
54036,Jack Stout,5
54036,Cant Dog Imperial Pale Ale,3
54036,Jack Stout,3
50746,El Steinber Dark Lager,5
50746,Foreman,2
50746,Buffalo Wings,1
31343,Pretzels and Cheese Dip,2
31343,Milk Mustachio Stout,3
31681,Lobster Bisque,2
31681,Chips and Salsa,1
31681,El Rojo,5
32112,House Salad,1
32112,Red Mountain Ale,2
32112,Red Mountain Ale,3
29351,Osiris Pale Ale,5
99583,Garlic Bread,2
99583,Chicken Tortilla Soup,2
99583,KSA,5
88649,Fire Eagle IPA,3
88649,Fire Eagle IPA,4
80624,Yellowstone Golden Ale,2
47358,Gossamer Golden Ale,5
47358,Gossamer Golden Ale,2
38193,Firefly Amber Ale,3
38193,Doomtree,4
10793,Fried Calamari,3
10793,Boy King,4
11130,Dottie Seattle Lager,5
11130,Cheeseburger,5
11130,Chicken Tortilla Soup,1
64157,Gran Met,5
64157,Milkshake Stout,5
75169,Onion Rings,2
41316,Forest Fire Imperial Smoked Rye,2
41316,La Frontera Premium IPA,2
31311,Canyon Cream Ale,3
31311,Mozarella Sticks,4
47904,Grilled Cheese Trio,2
47904,Cape Cod Red,5
61926,Boneless Wings,4
61926,Spinach and Artichoke Dip,4
42946,Ahi Tune Bruschetta,3
42946,Canyon Cream Ale,5
42946,Oberon,2
26611,Coconut Shrimp,3
26611,Coconut Shrimp,5
26611,Canyon Cream Ale,1
22536,Abigale,2
22536,Dottie Seattle Lager,5
22536,Dottie Seattle Lager,4
31173,Graham Cracker Porter,5
31173,Graham Cracker Porter,2
66430,Garlic Bread,5
66430,Midwest Charm Farmhouse Ale,1
66430,Onion Rings,1
15545,Elder Betty,3
44888,Ahi Tune Bruschetta,2
97303,La Ferme Urbaine Farmhouse Ale,2
94712,Milkshake Stout,2
94712,Milkshake Stout,3
77633,El Rojo,4
77633,El Rojo,1
20407,Guacamole and Chips,2
73980,Redacted Rye IPA,2
73980,Yellowstone Golden Ale,5
11975,Guacamole and Chips,2
11975,Bozone Hefe Weizen,1
73439,Tomato Basil Soup,2
27036,Might As Well IPL,5
27036,Gossamer Golden Ale,2
30682,Yellow Wolf Imperial IPA,2
30682,Nooner,1
67775,Kale Salad,3
30098,Snake Dog IPA,3
20324,Nachos,5
50938,Pulled Pork Sliders,2
50938,Pulled Pork Sliders,2
19780,El Rojo,1
64992,Midnight Ryder,2
64992,Ahi Tune Bruschetta,5
64992,Midnight Ryder,4
85177,Jack the Sipper,3
85177,Jack the Sipper,2
69242,Snake Dog IPA,3
69242,Smooth Operator,2
29641,Smoky Wheat,5
29641,Forest Fire Imperial Smoked Rye,5
32739,Jack the Sipper,3
32739,Caesar Salad,2
27704,Smoky Wheat,2
27704,Boneless Wings,5
27704,Paleo IPA,4
63740,Graham Cracker Porter,2
63740,Graham Cracker Porter,3
94669,Occidental Altbier,1
72998,Nordskye ,1
69479,Midnight Ryder,4
69479,Firefly Amber Ale,5
17634,Jade,2
17634,Nooner,3
17634,Nooner,4
99920,Fort Pitt Ale,3
24809,Chicken Taco,2
24809,La Frontera Premium IPA,3
24809,Chicken Taco,5
16844,Caesar Salad,2
16844,Bozone Hefe Weizen,5
79949,Forest Fire Imperial Smoked Rye,2
79949,Nooner,3
39924,Foreman,1
39924,French Onion Soup,5
39924,Foreman,1
95631,Grilled Chicken Quesadilla,3
95631,Grilled Chicken Quesadilla,4
69928,Garlic Bread,4
69928,Oberon,2
69928,Fries,2
44523,Nordic Blonde,5
44523,Pale Dog,1
34576,Lobster Bisque,4
34576,Osiris Pale Ale,2
56525,Yellowfun Tempura Bites,1
56525,Tomato Basil Soup,3
