transactionids,times,dates
49493,23:16,10-18-2016
98155,18:04,2-2-2016
44295,14:57,5-14-2016
51575,16:30,7-16-2016
45987,20:07,4-13-2016
45748,16:26,8-25-2016
43311,16:49,6-25-2016
26693,16:56,11-14-2016
68112,21:39,8-17-2016
29387,23:54,7-19-2016
14058,17:15,11-5-2016
20390,17:44,9-13-2016
28373,23:31,3-1-2016
48642,14:16,2-21-2016
48069,15:05,6-12-2016
35926,14:01,11-18-2016
80133,18:02,4-19-2016
85091,15:11,9-22-2016
31472,18:59,11-20-2016
78667,21:02,6-20-2016
58152,18:03,11-7-2016
78982,17:23,6-9-2016
84550,22:49,3-1-2016
91859,21:05,6-4-2016
59165,22:32,3-15-2016
34721,18:51,3-19-2016
81214,16:15,10-12-2016
69105,17:03,6-1-2016
77008,14:16,9-10-2016
75887,22:33,11-23-2016
77021,17:20,6-6-2016
85879,23:43,1-24-2016
63268,18:22,9-3-2016
65871,21:21,7-18-2016
34460,16:59,9-5-2016
63344,19:45,6-17-2016
56084,14:00,9-2-2016
15719,22:18,7-28-2016
12621,22:11,11-17-2016
84382,23:51,4-15-2016
77027,19:55,11-27-2016
89615,19:43,8-9-2016
21632,23:47,2-16-2016
86967,22:39,5-7-2016
47755,21:08,8-25-2016
92511,15:52,8-25-2016
63520,21:43,3-24-2016
42475,14:28,4-28-2016
40356,23:11,6-25-2016
69736,22:22,9-8-2016
15172,15:16,12-16-2016
97231,23:19,5-23-2016
91163,22:11,12-22-2016
99583,22:40,12-6-2016
52875,23:27,6-2-2016
40212,17:14,8-10-2016
44362,21:28,2-8-2016
27597,17:57,10-2-2016
61378,17:29,6-8-2016
11071,15:23,3-1-2016
40814,23:28,6-16-2016
64440,20:37,3-1-2016
77175,21:44,6-8-2016
38622,15:22,2-24-2016
74955,15:04,8-15-2016
39613,19:23,7-15-2016
49495,23:25,12-13-2016
98232,15:17,9-9-2016
71712,19:10,3-13-2016
29833,16:29,5-19-2016
37649,23:54,1-13-2016
12192,18:03,8-3-2016
59441,22:58,9-3-2016
73505,21:40,12-19-2016
43713,20:16,1-28-2016
34697,15:48,6-20-2016
13376,14:13,10-2-2016
62433,17:19,10-20-2016
55819,14:26,3-18-2016
15176,18:13,6-28-2016
78586,20:37,5-7-2016
61283,16:57,3-13-2016
43615,17:40,2-21-2016
54928,16:18,11-19-2016
59779,18:29,6-17-2016
29016,21:51,4-18-2016
58203,15:04,4-12-2016
55710,17:50,6-14-2016
72321,14:25,9-24-2016
79531,21:45,9-15-2016
10604,15:15,4-8-2016
28910,22:54,4-5-2016
20630,18:30,8-26-2016
75727,15:00,11-15-2016
66017,14:10,10-17-2016
39130,21:12,8-12-2016
49174,20:28,4-13-2016
16772,17:22,4-9-2016
18517,20:20,10-21-2016
96730,19:54,1-3-2016
64731,14:18,7-9-2016
54201,16:21,3-7-2016
56372,18:01,6-12-2016
45873,17:27,7-17-2016
75109,20:12,11-20-2016
68259,21:50,3-22-2016
97216,14:03,9-18-2016
35335,21:38,6-7-2016
97791,19:38,3-19-2016
16965,16:32,6-23-2016
41693,17:09,10-12-2016
14556,17:13,4-3-2016
50220,15:40,10-14-2016
29248,19:38,12-22-2016
60569,14:11,9-3-2016
27855,17:07,7-27-2016
32085,19:26,2-9-2016
38338,19:16,7-16-2016
58047,21:27,7-8-2016
45332,23:23,4-1-2016
61814,19:29,3-13-2016
56624,23:16,12-8-2016
34867,21:46,10-12-2016
15860,15:09,12-23-2016
69134,23:34,11-2-2016
33222,14:56,9-16-2016
77163,18:55,12-20-2016
95914,18:24,12-3-2016
80567,22:26,1-13-2016
63169,17:42,1-26-2016
14039,15:45,10-17-2016
62871,21:25,8-18-2016
14476,15:06,8-3-2016
55097,18:34,6-20-2016
56686,19:34,9-11-2016
48868,22:01,12-27-2016
32501,18:49,6-7-2016
88111,14:26,6-2-2016
50899,15:06,1-6-2016
19635,22:02,10-25-2016
57019,23:26,3-26-2016
96651,22:09,5-8-2016
10569,15:47,6-28-2016
20432,21:56,1-11-2016
21872,14:13,1-26-2016
37127,14:10,5-7-2016
32452,20:32,8-12-2016
82562,22:45,6-23-2016
21255,19:42,12-21-2016
48104,21:53,3-3-2016
50614,21:12,5-12-2016
99852,15:12,6-11-2016
45567,22:21,2-9-2016
60246,15:14,9-19-2016
84963,14:31,7-5-2016
30615,21:41,10-17-2016
31216,19:42,11-12-2016
86083,23:16,12-14-2016
59207,17:31,10-17-2016
43505,15:31,7-8-2016
42803,23:35,4-13-2016
82106,18:08,5-1-2016
36096,17:59,8-22-2016
28704,16:58,2-5-2016
38089,23:24,5-16-2016
43948,21:48,1-8-2016
31301,20:04,9-1-2016
22393,21:11,10-7-2016
90215,22:33,6-19-2016
56427,17:12,2-25-2016
99314,22:23,6-12-2016
40598,14:12,12-23-2016
20467,18:25,4-27-2016
99210,18:47,12-14-2016
45232,21:16,9-18-2016
52087,17:44,9-5-2016
70967,21:08,7-19-2016
36893,19:48,6-1-2016
32428,16:34,3-11-2016
60934,23:53,8-4-2016
23553,14:23,11-11-2016
12744,16:23,10-9-2016
31199,20:26,7-21-2016
59838,22:41,8-21-2016
58222,21:29,5-12-2016
85611,23:30,7-14-2016
63351,17:08,5-17-2016
65377,21:45,12-1-2016
59745,18:53,6-23-2016
34808,14:13,7-12-2016
23618,22:18,7-22-2016
65052,20:51,7-24-2016
32639,21:47,1-16-2016
47240,17:42,3-2-2016
22689,15:12,8-23-2016
48960,18:45,11-25-2016
44363,18:54,12-15-2016
55046,20:36,7-8-2016
40353,23:59,2-14-2016
32128,23:31,8-25-2016
61321,17:32,4-27-2016
49387,14:47,12-26-2016
67682,16:15,10-14-2016
24209,19:43,12-22-2016
23179,22:21,8-27-2016
75625,14:07,2-26-2016
18426,16:31,2-23-2016
74281,22:00,1-2-2016
21214,23:00,12-15-2016
18003,22:45,5-9-2016
97225,15:31,3-7-2016
64654,21:20,7-21-2016
85958,17:02,12-11-2016
15351,23:51,10-9-2016
25911,23:49,10-24-2016
58356,19:54,4-26-2016
73234,17:29,11-14-2016
70332,15:02,5-15-2016
20219,19:09,5-8-2016
49101,17:18,6-18-2016
62098,21:08,12-8-2016
77486,20:21,12-4-2016
98969,17:29,8-28-2016
26352,22:43,10-14-2016
71228,16:02,2-8-2016
53257,16:55,4-24-2016
32519,21:59,2-11-2016
63214,18:04,4-1-2016
73142,21:37,8-17-2016
89526,17:25,4-22-2016
32415,20:37,11-12-2016
29056,23:55,9-25-2016
29489,18:52,6-27-2016
45404,18:53,6-15-2016
32697,15:54,5-22-2016
67892,20:49,8-15-2016
33030,17:05,8-15-2016
93920,19:11,8-27-2016
90641,15:51,6-16-2016
94202,18:31,7-28-2016
67423,16:50,3-6-2016
96068,20:56,1-22-2016
86926,23:40,1-22-2016
56753,18:17,6-27-2016
25992,15:23,3-28-2016
29465,18:39,3-17-2016
57296,18:52,1-15-2016
33302,19:38,3-9-2016
60191,21:05,5-11-2016
31460,14:06,4-14-2016
37930,17:01,6-11-2016
15667,22:43,3-18-2016
11691,19:56,1-24-2016
60861,15:51,8-27-2016
94013,19:26,8-28-2016
26519,21:21,3-22-2016
63057,22:25,10-13-2016
39717,21:37,5-5-2016
46645,15:04,12-3-2016
24361,14:13,7-23-2016
55308,15:57,6-2-2016
79025,19:42,10-6-2016
62055,23:52,7-18-2016
58412,14:15,10-28-2016
32409,17:28,1-9-2016
63611,17:43,6-22-2016
62219,19:36,10-24-2016
65548,15:41,11-14-2016
71007,22:35,6-1-2016
12478,22:35,4-18-2016
10202,15:44,3-28-2016
48956,17:01,12-10-2016
63595,14:58,11-4-2016
75695,17:58,8-12-2016
47146,14:25,6-21-2016
48890,21:49,6-4-2016
86690,20:23,9-13-2016
75505,20:25,8-16-2016
11996,19:19,11-15-2016
19795,22:57,8-25-2016
54946,16:52,11-10-2016
70872,20:58,12-1-2016
88092,15:45,4-3-2016
96694,19:25,10-2-2016
66230,19:49,7-18-2016
44898,22:18,7-20-2016
99735,14:06,6-10-2016
95338,17:59,9-24-2016
10099,20:25,10-7-2016
86273,15:44,12-17-2016
80082,17:25,11-23-2016
66942,18:44,6-13-2016
16233,18:34,11-26-2016
50621,23:56,1-4-2016
24244,22:55,5-19-2016
52984,16:44,7-26-2016
25680,19:56,8-26-2016
24426,20:30,9-1-2016
91253,16:36,1-27-2016
62169,19:54,2-1-2016
57614,16:29,10-17-2016
80545,22:39,8-27-2016
90931,20:07,8-17-2016
59833,14:36,6-16-2016
96550,15:52,3-25-2016
15932,16:28,5-10-2016
57152,21:17,8-3-2016
34327,19:04,6-23-2016
64157,15:52,10-22-2016
94100,18:04,9-11-2016
35692,21:24,5-28-2016
27179,16:32,12-7-2016
14686,14:02,8-7-2016
76769,21:05,2-18-2016
68680,19:55,5-21-2016
52052,21:02,5-26-2016
55981,22:16,3-1-2016
96856,22:57,7-25-2016
54248,17:52,4-6-2016
36429,20:34,4-19-2016
54337,18:27,5-27-2016
24674,21:20,7-2-2016
17069,23:30,8-21-2016
74923,17:53,11-16-2016
70827,23:30,7-23-2016
63856,20:23,6-10-2016
79593,17:40,12-16-2016
73841,18:28,6-4-2016
37380,18:51,2-3-2016
46508,21:18,4-3-2016
11813,15:09,7-21-2016
84172,18:22,7-25-2016
50475,21:22,5-2-2016
49733,21:18,2-23-2016
36995,21:29,3-12-2016
34586,15:03,10-28-2016
31870,23:48,12-16-2016
41564,16:46,9-26-2016
51327,19:03,6-9-2016
56961,14:35,12-9-2016
27144,17:05,3-2-2016
80795,22:35,1-24-2016
31213,19:12,9-21-2016
20676,17:04,4-17-2016
88510,14:56,7-23-2016
21586,14:59,12-20-2016
74862,20:53,7-8-2016
29471,20:58,3-6-2016
17215,18:05,6-3-2016
45949,20:45,11-19-2016
56999,15:43,5-14-2016
53629,21:41,7-6-2016
20601,16:14,8-7-2016
18121,22:01,7-17-2016
58495,17:29,11-10-2016
85221,22:51,3-19-2016
57643,22:52,5-10-2016
54643,17:15,3-6-2016
99319,17:24,5-7-2016
31924,20:49,4-24-2016
58123,16:54,7-25-2016
20413,23:03,12-17-2016
67271,16:45,12-7-2016
44838,16:15,10-17-2016
18457,20:28,1-11-2016
86826,21:52,10-5-2016
91503,18:27,8-13-2016
38267,20:03,7-9-2016
81982,20:33,2-27-2016
64178,16:27,5-3-2016
93361,22:23,7-6-2016
31211,18:38,11-12-2016
47779,17:04,1-8-2016
48287,22:01,4-2-2016
40517,16:29,4-3-2016
21444,18:23,3-14-2016
91262,16:19,11-27-2016
64874,23:56,12-15-2016
61366,14:08,8-10-2016
54386,16:58,4-11-2016
84739,22:55,1-3-2016
14099,15:53,1-15-2016
74291,22:19,7-18-2016
25527,20:12,10-23-2016
16847,20:39,2-4-2016
91331,17:51,5-16-2016
52571,22:04,2-2-2016
21772,15:52,10-18-2016
41439,16:43,2-13-2016
43381,19:24,9-1-2016
38318,16:31,9-25-2016
87627,17:11,7-8-2016
83793,22:13,1-4-2016
63476,18:31,3-15-2016
13843,22:58,3-2-2016
45650,18:45,2-21-2016
72876,21:46,10-15-2016
53516,16:29,5-25-2016
26443,18:38,6-25-2016
91529,21:12,10-15-2016
53358,22:41,6-2-2016
52588,21:57,3-21-2016
51828,21:54,2-27-2016
23371,19:28,9-26-2016
62838,20:12,7-14-2016
66915,21:47,1-21-2016
60097,14:01,10-17-2016
69010,21:08,1-12-2016
98823,17:18,12-15-2016
61167,14:01,6-22-2016
51795,16:07,7-17-2016
34024,17:32,12-28-2016
70406,14:43,5-8-2016
71503,23:25,8-27-2016
33943,23:18,5-15-2016
74082,21:50,9-3-2016
17304,20:15,1-19-2016
12872,15:15,1-26-2016
52695,23:42,11-14-2016
70515,22:55,10-28-2016
70799,15:09,10-3-2016
51057,22:41,5-7-2016
83991,18:09,1-28-2016
93502,17:33,11-7-2016
42246,23:38,2-22-2016
34268,20:49,12-10-2016
56314,20:18,2-12-2016
38047,20:51,4-10-2016
86641,18:39,7-24-2016
39829,16:56,11-12-2016
15649,19:15,5-16-2016
55455,18:47,7-12-2016
21010,17:31,6-25-2016
31457,22:34,5-20-2016
10841,15:05,7-1-2016
31990,14:44,4-1-2016
92319,19:52,3-18-2016
51634,20:52,4-14-2016
71764,22:04,3-6-2016
57118,18:30,7-21-2016
63657,23:08,12-5-2016
58371,17:05,8-27-2016
19002,17:06,10-13-2016
14718,21:53,10-28-2016
50298,16:39,2-15-2016
98378,23:08,8-17-2016
23417,18:14,4-9-2016
27642,16:32,4-19-2016
83173,17:05,12-20-2016
87056,16:22,7-10-2016
86745,16:33,9-27-2016
78934,21:33,5-27-2016
51825,23:33,6-21-2016
93506,16:29,7-12-2016
13244,19:37,10-22-2016
31170,17:30,11-10-2016
28960,22:36,6-10-2016
62907,14:42,10-11-2016
55255,14:36,6-7-2016
18441,18:49,4-3-2016
65029,18:27,11-8-2016
15684,15:11,6-23-2016
41722,17:42,11-2-2016
58788,21:31,6-1-2016
52204,14:10,11-12-2016
39660,23:53,6-12-2016
73647,14:41,7-15-2016
86477,20:21,1-11-2016
58174,20:01,11-3-2016
70342,14:26,11-24-2016
93224,21:13,9-5-2016
50557,17:43,9-14-2016
33467,17:47,1-9-2016
54215,21:04,8-20-2016
39008,23:44,5-27-2016
91829,18:52,9-18-2016
77063,19:23,3-25-2016
13357,19:51,12-4-2016
27465,21:57,5-26-2016
96085,20:09,2-22-2016
95350,20:54,4-6-2016
68919,21:30,10-20-2016
80993,14:30,2-5-2016
68012,18:17,6-18-2016
99610,14:28,2-13-2016
32724,19:42,9-18-2016
74732,22:58,8-6-2016
29797,17:24,6-6-2016
27252,21:05,10-16-2016
36686,22:11,3-18-2016
94653,18:41,8-21-2016
13401,18:46,6-27-2016
82650,15:03,4-7-2016
58758,20:08,6-5-2016
82870,21:22,12-12-2016
20982,22:26,12-4-2016
51633,22:07,8-12-2016
66748,15:23,8-22-2016
88679,18:54,1-18-2016
48413,21:43,10-3-2016
26626,21:44,6-26-2016
82425,14:11,9-11-2016
94938,19:27,9-2-2016
85084,14:32,10-14-2016
16209,21:10,2-26-2016
74715,19:33,5-1-2016
89493,14:52,2-24-2016
51243,14:44,9-12-2016
21914,16:52,3-28-2016
23420,21:09,5-8-2016
46640,14:05,12-5-2016
25151,20:12,7-24-2016
19881,16:41,9-24-2016
70167,18:39,10-18-2016
54992,22:32,7-28-2016
16370,15:10,8-28-2016
58108,21:19,6-14-2016
73728,19:26,12-21-2016
21314,21:55,12-28-2016
71598,16:25,6-7-2016
81210,21:07,10-9-2016
46523,19:20,1-16-2016
15656,15:12,6-16-2016
90166,23:43,12-25-2016
68756,18:32,10-28-2016
75169,17:46,7-7-2016
51803,15:13,1-1-2016
91983,14:05,10-24-2016
32106,16:48,6-17-2016
54168,18:56,6-4-2016
36157,14:35,11-5-2016
51084,15:50,3-10-2016
66313,23:01,6-24-2016
81798,22:19,4-16-2016
11205,17:48,3-4-2016
10792,23:21,9-1-2016
47983,22:48,3-7-2016
69511,17:10,3-18-2016
67305,20:05,2-28-2016
33658,21:10,1-20-2016
70404,19:31,5-8-2016
82474,23:03,10-10-2016
38820,16:56,4-8-2016
76911,18:01,6-28-2016
76941,14:10,11-5-2016
17787,21:57,3-7-2016
69061,15:58,7-13-2016
12683,23:56,11-18-2016
35358,22:32,2-16-2016
25141,21:02,2-8-2016
92855,16:15,3-3-2016
54976,17:53,12-13-2016
91654,15:53,3-13-2016
76268,20:31,12-25-2016
91244,15:23,4-5-2016
26103,17:51,10-23-2016
50306,19:11,7-21-2016
40492,19:14,6-9-2016
48176,16:23,5-24-2016
50983,21:58,10-27-2016
73345,17:00,6-1-2016
16490,23:50,1-28-2016
56123,23:36,5-2-2016
50042,14:40,6-28-2016
36570,19:42,5-23-2016
23285,23:41,4-10-2016
40390,14:52,7-3-2016
83234,20:13,1-18-2016
72127,20:38,6-15-2016
30710,14:17,12-12-2016
96804,14:11,10-22-2016
73593,18:02,8-17-2016
32051,16:03,3-13-2016
18058,21:30,6-10-2016
92974,22:17,7-5-2016
86736,19:39,4-14-2016
22137,19:38,5-12-2016
78676,21:22,9-15-2016
57202,17:22,5-25-2016
30956,18:33,11-6-2016
94683,18:38,4-21-2016
13499,21:36,7-20-2016
23811,19:31,6-23-2016
44745,14:31,10-17-2016
83484,15:10,10-25-2016
95229,18:42,11-13-2016
70057,18:47,11-12-2016
21423,16:36,4-19-2016
37467,22:15,6-19-2016
28404,22:57,7-15-2016
90234,17:54,9-7-2016
96252,20:06,9-27-2016
84733,22:43,7-16-2016
31247,15:25,9-12-2016
40637,23:17,10-8-2016
75082,23:22,5-18-2016
27949,15:17,7-26-2016
78564,16:15,4-4-2016
33494,15:48,8-13-2016
54902,16:22,4-3-2016
91012,22:16,4-28-2016
32149,23:05,12-21-2016
80687,14:09,1-27-2016
53726,19:23,8-17-2016
13610,22:35,5-17-2016
31714,16:24,12-19-2016
78406,20:30,3-2-2016
30686,16:31,11-22-2016
76954,17:02,2-23-2016
60311,23:25,8-17-2016
69683,15:11,3-13-2016
72994,19:43,4-26-2016
10658,22:54,7-3-2016
93381,21:34,3-1-2016
38207,21:14,8-18-2016
70060,17:04,9-23-2016
11624,19:18,11-13-2016
58347,16:45,8-24-2016
65445,14:15,3-23-2016
21851,21:41,7-15-2016
63753,17:55,8-5-2016
79156,18:09,6-17-2016
75735,17:48,10-15-2016
33963,21:47,7-8-2016
10111,17:17,2-7-2016
91890,16:52,5-6-2016
46119,23:48,4-21-2016
72633,18:12,5-27-2016
28409,18:41,3-10-2016
88780,20:27,5-24-2016
68584,17:38,10-3-2016
65183,15:18,2-5-2016
41013,20:12,12-10-2016
86972,19:30,2-14-2016
74666,14:44,10-7-2016
76264,22:50,11-14-2016
51483,16:19,7-9-2016
78273,20:12,2-25-2016
12948,17:15,3-19-2016
61779,16:18,12-22-2016
46397,20:43,9-27-2016
44143,20:48,8-20-2016
53032,16:12,4-8-2016
68246,20:45,6-2-2016
23995,21:29,12-6-2016
88978,22:28,9-27-2016
80402,18:20,5-10-2016
97166,18:25,7-7-2016
79933,22:51,7-22-2016
55658,16:29,6-20-2016
56109,20:18,1-2-2016
97684,19:18,3-21-2016
91961,23:02,12-15-2016
11785,17:12,1-18-2016
28121,22:15,10-19-2016
31993,19:47,3-20-2016
55015,15:40,7-21-2016
64353,20:19,3-18-2016
22759,20:28,10-28-2016
24422,15:11,8-16-2016
76282,22:31,4-23-2016
18449,23:13,3-6-2016
89175,20:24,4-23-2016
36985,19:47,5-28-2016
44986,19:43,9-17-2016
37703,18:19,12-10-2016
24404,15:06,3-1-2016
81283,19:14,5-14-2016
73886,17:31,2-8-2016
38358,20:34,5-19-2016
15099,14:25,3-19-2016
11572,21:56,3-22-2016
21738,18:13,6-21-2016
93024,20:27,9-20-2016
39813,19:24,11-8-2016
77272,21:40,12-24-2016
40389,23:02,3-25-2016
83723,20:44,4-16-2016
55048,16:38,7-20-2016
26757,15:57,5-25-2016
70664,15:34,2-12-2016
70042,16:06,1-22-2016
71387,15:28,10-3-2016
79889,17:56,2-5-2016
73151,21:04,12-15-2016
80426,16:22,3-18-2016
99489,22:22,6-8-2016
21465,17:44,7-24-2016
12570,22:56,2-22-2016
49002,14:56,9-5-2016
22673,20:09,11-7-2016
25308,23:51,11-26-2016
31078,22:37,8-21-2016
39832,16:49,6-20-2016
75396,21:47,7-27-2016
68178,23:13,3-18-2016
54680,15:51,10-18-2016
46941,14:57,7-20-2016
49581,17:39,12-25-2016
41773,18:30,3-15-2016
94859,14:50,3-1-2016
74801,18:33,8-12-2016
79175,20:10,9-7-2016
63303,19:32,1-11-2016
71088,14:18,3-24-2016
33807,19:48,12-27-2016
53783,14:21,11-2-2016
66831,22:04,2-22-2016
54461,22:28,7-14-2016
62230,21:32,5-14-2016
64302,18:11,8-26-2016
18786,15:21,6-20-2016
71178,20:41,4-7-2016
74826,20:56,4-16-2016
98751,17:56,7-16-2016
67031,14:03,7-15-2016
62204,14:07,8-22-2016
65527,15:57,2-24-2016
72913,17:09,9-26-2016
35674,15:00,6-17-2016
66374,22:15,1-6-2016
27726,20:03,7-3-2016
65626,16:44,2-1-2016
99965,22:19,2-15-2016
31289,14:03,8-23-2016
43405,21:04,5-8-2016
88591,20:57,10-28-2016
83878,22:24,10-14-2016
30203,17:03,5-3-2016
46316,20:47,9-23-2016
61489,22:13,5-26-2016
58425,22:38,4-7-2016
26196,17:03,2-6-2016
91204,20:29,12-1-2016
68459,17:52,6-2-2016
67297,16:08,4-11-2016
70988,19:48,9-22-2016
59936,16:32,3-4-2016
57942,18:17,10-26-2016
37424,17:40,11-2-2016
18062,21:46,2-2-2016
22082,14:23,2-11-2016
92356,21:53,6-12-2016
76967,23:47,12-26-2016
94526,22:35,4-27-2016
80559,19:13,7-5-2016
10386,16:12,3-1-2016
76907,14:11,5-8-2016
53155,17:52,7-15-2016
50563,16:45,3-12-2016
89071,17:53,3-16-2016
45118,21:34,5-2-2016
28856,20:11,4-28-2016
60037,20:30,9-23-2016
45201,19:02,10-9-2016
70933,14:46,5-13-2016
85127,21:27,5-16-2016
11458,23:53,9-21-2016
99944,21:30,9-9-2016
43775,17:03,1-23-2016
58456,23:47,2-11-2016
39919,20:22,10-6-2016
43535,21:11,6-4-2016
32958,21:22,8-22-2016
49849,20:09,4-24-2016
88763,17:43,12-13-2016
65175,23:34,6-2-2016
15607,16:54,9-27-2016
34390,21:04,1-26-2016
71380,21:38,9-8-2016
75256,15:28,6-24-2016
50109,14:15,12-15-2016
93310,14:25,2-24-2016
77763,23:44,8-1-2016
18446,20:57,5-15-2016
40504,18:02,10-24-2016
46605,18:28,10-12-2016
56615,22:05,3-26-2016
30064,16:17,2-8-2016
94852,19:04,4-24-2016
95724,22:19,2-10-2016
16834,23:31,12-21-2016
60629,15:54,5-25-2016
33951,15:30,8-3-2016
23907,17:56,1-4-2016
23148,23:43,11-17-2016
51195,17:04,3-25-2016
41825,21:16,3-2-2016
26751,20:09,8-13-2016
98517,19:50,4-2-2016
80280,19:56,1-10-2016
46546,23:16,7-25-2016
21628,19:17,7-24-2016
95334,19:17,5-28-2016
76089,22:06,9-14-2016
48658,15:58,2-21-2016
92826,19:11,10-13-2016
63006,23:41,3-10-2016
16849,15:23,6-6-2016
41958,22:58,9-24-2016
13618,18:42,7-14-2016
95297,23:22,8-16-2016
69320,17:21,7-20-2016
20629,20:37,6-4-2016
58653,20:02,7-2-2016
46139,22:38,3-3-2016
64597,17:30,3-28-2016
50936,14:12,6-28-2016
41641,16:19,12-9-2016
43332,23:42,11-6-2016
28511,19:13,4-2-2016
91382,19:57,11-7-2016
81358,23:03,9-8-2016
48233,22:54,11-15-2016
96820,21:13,6-9-2016
43844,21:53,8-7-2016
59961,19:24,2-27-2016
71390,16:50,12-25-2016
98209,22:04,1-11-2016
75641,22:16,10-27-2016
37544,22:34,4-12-2016
81334,14:00,2-14-2016
81899,23:13,2-5-2016
82645,15:27,9-12-2016
32679,17:46,6-27-2016
93312,22:56,2-25-2016
29742,17:13,11-28-2016
67330,17:14,7-6-2016
64869,17:04,2-1-2016
67669,21:52,4-18-2016
53003,23:50,5-18-2016
24228,19:40,6-6-2016
87910,14:09,5-11-2016
92805,17:01,12-22-2016
27372,14:17,7-25-2016
25044,14:32,8-20-2016
26952,22:02,4-9-2016
79666,23:24,3-28-2016
67597,18:57,12-21-2016
80343,21:20,6-15-2016
20667,17:58,8-22-2016
56255,18:50,2-13-2016
29144,19:22,6-3-2016
45738,23:57,3-11-2016
55104,22:47,9-4-2016
46529,19:21,1-25-2016
96318,14:04,8-12-2016
50134,21:19,5-23-2016
98936,20:29,1-15-2016
79474,19:09,1-8-2016
13980,14:25,8-24-2016
89287,21:24,6-5-2016
44684,18:41,2-22-2016
91924,17:44,1-2-2016
52291,16:21,9-11-2016
28846,14:46,10-27-2016
31615,18:48,1-3-2016
88832,23:56,12-3-2016
95770,15:29,3-8-2016
38273,16:03,9-5-2016
64645,17:22,2-10-2016
41789,19:07,4-28-2016
49032,16:37,3-4-2016
34767,18:09,10-25-2016
94003,22:06,3-28-2016
94959,15:00,12-17-2016
51050,23:15,1-8-2016
79153,20:14,11-7-2016
68312,23:11,3-16-2016
72433,17:20,1-21-2016
24882,18:53,1-24-2016
79696,21:55,3-5-2016
42713,21:37,7-2-2016
89079,22:36,11-2-2016
16493,23:09,5-12-2016
53592,23:17,5-22-2016
19769,15:45,9-23-2016
20253,15:56,2-23-2016
69780,20:22,10-20-2016
53489,17:29,2-25-2016
96674,19:31,6-3-2016
26554,23:05,9-16-2016
32744,20:34,6-5-2016
27645,14:13,5-10-2016
15880,22:09,7-13-2016
16329,21:51,3-7-2016
67999,22:16,10-15-2016
86818,21:26,9-14-2016
65973,16:51,10-28-2016
55114,17:37,6-21-2016
56172,18:52,2-15-2016
93368,18:28,9-12-2016
69575,15:59,5-20-2016
57042,22:28,5-21-2016
58278,22:55,6-2-2016
42012,18:40,7-2-2016
67714,15:11,9-13-2016
83642,15:37,9-10-2016
74503,19:44,11-21-2016
89391,15:44,4-4-2016
99382,17:14,7-16-2016
83210,17:57,3-26-2016
91858,15:41,11-1-2016
82090,15:29,6-6-2016
47002,23:15,4-8-2016
41321,20:22,5-22-2016
27580,14:35,6-16-2016
22768,16:43,10-27-2016
93530,15:36,8-14-2016
27493,16:58,8-5-2016
93163,22:40,7-23-2016
88658,23:27,10-8-2016
15737,21:48,6-6-2016
58410,17:32,12-18-2016
91969,22:10,5-25-2016
65315,23:07,11-11-2016
20182,16:02,5-25-2016
63846,19:48,3-27-2016
33501,14:45,12-1-2016
98468,18:52,1-1-2016
38391,21:14,12-9-2016
99695,21:27,4-19-2016
14376,20:01,9-5-2016
35039,22:00,3-8-2016
52139,17:40,1-2-2016
42339,20:39,11-27-2016
60474,22:39,9-2-2016
27967,21:08,1-25-2016
60174,16:01,2-24-2016
21920,17:11,3-22-2016
78635,21:11,2-16-2016
56587,16:36,6-15-2016
96334,14:06,11-26-2016
57924,23:34,4-15-2016
30079,22:39,10-6-2016
10900,14:39,9-28-2016
49124,23:07,8-19-2016
29821,16:21,10-16-2016
81383,20:48,12-15-2016
43208,21:34,4-9-2016
15803,15:11,9-18-2016
34854,20:43,9-1-2016
52675,16:23,8-18-2016
55771,20:59,9-3-2016
89280,15:20,9-18-2016
76428,23:53,9-23-2016
22840,23:03,12-12-2016
35159,23:43,5-22-2016
50310,18:40,4-11-2016
87745,21:25,6-17-2016
45694,23:20,8-22-2016
82673,19:56,2-28-2016
75261,17:58,12-26-2016
73604,17:52,9-18-2016
95120,17:04,1-19-2016
61756,15:18,2-16-2016
42729,22:20,5-15-2016
12122,16:31,2-22-2016
79159,14:39,9-3-2016
10997,20:21,12-21-2016
42727,21:07,3-2-2016
87176,15:21,1-4-2016
39757,23:01,5-26-2016
91689,17:07,8-22-2016
81257,22:43,12-5-2016
12091,16:44,9-7-2016
19714,19:22,7-16-2016
64856,17:59,6-14-2016
44763,23:02,8-19-2016
89815,23:29,8-25-2016
86332,22:57,11-26-2016
92664,16:10,2-24-2016
91290,15:20,9-7-2016
34870,21:34,11-21-2016
32905,22:29,8-24-2016
80744,22:36,10-6-2016
61233,20:51,12-27-2016
99725,15:58,4-25-2016
64622,15:19,4-22-2016
18522,22:38,9-13-2016
49759,18:57,9-4-2016
79477,22:17,9-11-2016
64942,22:19,3-12-2016
63698,16:13,6-18-2016
31563,18:31,7-9-2016
36374,22:09,1-9-2016
59850,20:08,10-2-2016
99933,15:37,8-9-2016
60049,19:11,5-21-2016
10224,17:41,8-11-2016
77194,16:55,6-28-2016
77254,17:16,8-26-2016
17987,15:03,4-8-2016
67413,19:35,5-14-2016
65751,16:04,12-19-2016
66885,20:07,3-11-2016
23432,20:42,1-2-2016
21097,14:49,4-22-2016
50854,23:06,5-7-2016
